Screen Name,Statuses,Followers,Friends,Philanthropic Impact Score,Mentioned Key Words,Twitter Score,Impact Indicator,Profile,Description,Tags Mentioned,Users Mentioned,prediction
eji_org,1583,21506,1,83.832261446565,False,85.51820208000001,False,https://pbs.twimg.com/profile_images/518013784565096449/b-MWntU0_normal.png,"Equal Justice Initiative, Director Bryan Stevenson, Montgomery, Alabama.",None,None,Hot 🔥🔥🔥
crowdfunder,1597,65565,2820,83.67125743058249,False,85.56795559,False,https://pbs.twimg.com/profile_images/733065518723137536/Gjsf2zzd_normal.jpg,Venture Capital: Crowdsourced,None,None,Hot 🔥🔥🔥
anildash,122260,587313,4118,82.69932805729404,False,83.51473086000001,False,https://pbs.twimg.com/profile_images/725706637248368641/YoilUS58_normal.jpg,Trying to make tech & the tech industry a bit more humane. https://t.co/KIjzD68BLv Prince fan. Doing my best.,None,None,Hot 🔥🔥🔥
kdeleon,4561,33101,444,82.39157362204719,False,85.63753207,False,https://pbs.twimg.com/profile_images/676886357990637569/6FK_MJG7_normal.jpg,Leader of the California Senate @CAproTem. Proudly representing the diverse people of Los Angeles & California!,None,CAproTem,Hot 🔥🔥🔥
SachaPfeiffer,1944,11319,494,81.67329765243181,False,81.62197396,False,https://pbs.twimg.com/profile_images/3556429288/82ae993bbca95210b9c5445041c66af9_normal.jpeg,"@BostonGlobe reporter. @GlobeSpotlight alum. Ex-host of @WBUR's All Things Considered, Boston's @NPR station. @JSKStanford fellow 2004-5. @SpotlightMovie fan.",None,"BostonGlobe, GlobeSpotlight, WBUR, NPR, JSKStanford, SpotlightMovie",Hot 🔥🔥🔥
FoundationATL,2124,8860,107,80.90532844755498,True,82.97356746999999,False,https://pbs.twimg.com/profile_images/651030233861234688/djphVScs_normal.jpg,American straight edge hardcore band. Foundationxatlanta@gmail.com,None,None,Hot 🔥🔥🔥
HelenClarkUNDP,34169,128644,2094,80.87949581348155,False,81.80171017,False,https://pbs.twimg.com/profile_images/378800000045761606/3f74eba1b5213caeda2d39ecb6855b71_normal.jpeg,"I'm Administrator @UNDP and former Prime Minister of #NewZealand, passionate about human #development world-wide.","NewZealand, development",UNDP,Hot 🔥🔥🔥
Piper,18654,116812,3939,80.82825066419691,False,83.64343101,False,https://pbs.twimg.com/profile_images/15119012/PiperPorkBellySandwich_normal.jpg,Author of #1 @NYTimes bestseller Orange is the New Black: My Year in a Women's Prison @sixwords: In and out of hot water,None,"NYTimes, sixwords",Hot 🔥🔥🔥
WildAid,5632,43404,1469,80.74259010994659,False,84.38371018000001,False,https://pbs.twimg.com/profile_images/738923844879126528/6M1KDhxM_normal.jpg,"WildAid fights for wildlife by targeting consumer demand for illicit products including ivory, rhino horn and shark fin. Join us. #JoinTheHerd",JoinTheHerd,None,Hot 🔥🔥🔥
arishapiro,14404,91251,852,80.51508250911672,False,85.23971681,False,https://pbs.twimg.com/profile_images/550083976677687296/Nl2JNyZe_normal.jpeg,"Host of @NPR's All Things Considered. Also, occasional guest-singer with @PinkMartiniBand.",None,"NPR, PinkMartiniBand",Hot 🔥🔥🔥
BruceLeeFDN,457,5053,223,80.46578517049407,False,84.60643870999999,False,https://pbs.twimg.com/profile_images/715225174019321856/NeooFdcl_normal.jpg,We are dedicated to sharing @BruceLee's message with the world by creating opportunities for people to apply his message as a personal call to action.,None,BruceLee,Hot 🔥🔥🔥
SamGichuru,2604,19207,511,80.36701795085186,False,80.89914428,False,https://pbs.twimg.com/profile_images/623442820137910272/dyNtO831_normal.jpg,"Co-founder https://t.co/YoRDV57R4T, where you
hire vetted experts for short term contracts.

Also Co-founded https://t.co/yvt1TKexqi, Kenya's startup incubator & accelerator",None,None,Hot 🔥🔥🔥
ClifBar,8322,130401,600,80.21681350792572,False,87.41060404000001,False,https://pbs.twimg.com/profile_images/748918575906172928/rmHwa5mW_normal.jpg,Get outside. Play hard. Feed your adventure.,None,None,Hot 🔥🔥🔥
Googleorg,1425,40741,247,80.17156558565827,False,87.85126124,False,https://pbs.twimg.com/profile_images/646789936603992065/A7CaGTjV_normal.png,Tech entrepreneurs are using innovation to tackle some of the world’s biggest challenges. We invest in teams with bold ideas that create lasting global impact.,None,None,Hot 🔥🔥🔥
ZaatariCamp,1155,15785,234,80.16691283759701,False,86.67714496,False,https://pbs.twimg.com/profile_images/378800000654706502/00eef9b2628c1bc204347228820dbff7_normal.png,"Vast, dusty and unpredictable, this remarkable stretch of desert is home to thousands of Syrian refugees. Tweets by UNHCR. Follow for photos, stories and news.",None,None,Hot 🔥🔥🔥
MichaelSkolnik,45580,161588,211,80.11986237882738,True,82.48048531,True,https://pbs.twimg.com/profile_images/738364600220045313/L-103cVr_normal.jpg,"Entrepreneur, Activist and Storyteller. Father to Mateo Ali. Proud creator of #ObamaAndKids. Board member of The Trayvon Martin Fdn. Contact: info@mskolnik.com",ObamaAndKids,None,Hot 🔥🔥🔥
billionsnchange,394,27410,363,79.95918509341922,False,87.81208323,False,https://pbs.twimg.com/profile_images/646328052537016320/GJUs7sQH_normal.jpg,Change starts with one. It starts with you.,None,None,Hot 🔥🔥🔥
Health_Affairs,12425,116526,460,79.95773120596411,False,86.56149983,False,https://pbs.twimg.com/profile_images/492683560419991552/nTcDgk-D_normal.jpeg,"At the intersection of health, health care, and policy. Follows/Tweets/RTs ≠ endorsements.",None,None,Hot 🔥🔥🔥
UNICEFwater,2393,34001,492,79.9352837691375,False,86.70714808000001,False,https://pbs.twimg.com/profile_images/688038441024679937/wAzMLRQs_normal.jpg,"Making sure children globally have access to safe water, sanitation and hygiene. Visit our website at http://t.co/RvIBbkasS8",None,None,Hot 🔥🔥🔥
TeachForAmerica,20905,141297,1455,79.92213880929012,False,85.30611507,False,https://pbs.twimg.com/profile_images/646726655105351684/3Zwp7fsp_normal.png,"One day, all children in this nation will have the opportunity to attain an excellent education.",None,None,Hot 🔥🔥🔥
BlakeMycoskie,1286,62663,143,79.91369195128584,False,88.23545011,False,https://pbs.twimg.com/profile_images/119549886/twitter2_normal.jpg,Chief Shoe Giver and Founder of TOMS. One for One.,None,None,Hot 🔥🔥🔥
AWF_Official,8696,42301,1642,79.85117528129354,True,81.93869304,True,https://pbs.twimg.com/profile_images/508792324/Fbook-graphic-JPG_normal.jpg,African Wildlife Foundation works w/the people of #Africa to ensure the #wildlife & wild lands of Africa will endure forever.,"Africa, wildlife",None,Hot 🔥🔥🔥
rosariodawson,16488,570887,898,79.7585283354736,False,88.09669036000001,False,https://pbs.twimg.com/profile_images/744895117966749696/hNP3BjnP_normal.jpg,,None,None,Hot 🔥🔥🔥
WakeOrDonate,619,10824,451,79.68843701559275,True,85.36935197000001,False,https://pbs.twimg.com/profile_images/730579727296135169/9XGQEjno_normal.jpg,WAKEorDONATE is an iPhone alarm clock app that makes users donate to charity if they press snooze. For enquires contact: wake@ordonate.com,None,None,Hot 🔥🔥🔥
instadonate1,366,22807,1491,79.66210292085934,False,84.76911872000001,False,https://pbs.twimg.com/profile_images/651231215320629249/GfhSRryX_normal.jpg,COMING SOON! An exciting new App to help charities raise money! Accept our follow so you'll be the first to know when it comes out !! Stay tuned!,None,None,Hot 🔥🔥🔥
willmacaskill,522,4186,175,79.48569577620422,False,83.79505176,False,https://pbs.twimg.com/profile_images/3623300768/2ee14b74a445f4cb031a093a4524d9d2_normal.jpeg,"Associate Professor in Philosophy, Oxford University; cofounder of 80,000 Hours & Giving What We Can; author of Doing Good Better,a guide to effective altruism.",None,None,Hot 🔥🔥🔥
dosomething,21491,799629,508,79.45983021691075,False,88.11593443,False,https://pbs.twimg.com/profile_images/740995287347548160/funi4ZKa_normal.jpg,5.3 million young people making the world suck less. ✨ Download our new app! https://t.co/wNCrbAY6u2,None,None,Hot 🔥🔥🔥
AuswaertigesAmt,12565,405577,916,79.42235992474453,False,87.95951624,False,https://pbs.twimg.com/profile_images/747798022797537282/E_swszH5_normal.jpg,Aktuelle Nachrichten aus dem Auswärtigen Amt - Auf Englisch: @GermanyDiplo - Impressum: https://t.co/hDOLfIIbLM,None,GermanyDiplo,Hot 🔥🔥🔥
ITU,10451,48947,1587,79.40496674001577,False,82.12958098,False,https://pbs.twimg.com/profile_images/542650587188195329/ivPhnfB2_normal.png,"@UN ICT agency, connecting the world through #spectrum management, brokering #standards + bridging the #DigitalDivide","spectrum, standards, DigitalDivide",UN,Hot 🔥🔥🔥
UNESCO_es,6157,326309,3339,79.37845628993539,False,87.76860443000001,False,https://pbs.twimg.com/profile_images/725325213060227072/w-XVBm4N_normal.jpg,"Cuenta oficial de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO). Siga a nuestra Directora General en @IrinaBokova",None,IrinaBokova,Hot 🔥🔥🔥
newmuseum,10949,255433,908,79.3416739003772,False,87.67094294,False,https://pbs.twimg.com/profile_images/643540976552812545/GPCFunmo_normal.jpg,"New Art, New Ideas",None,None,Hot 🔥🔥🔥
DLanceBlack,3070,61561,845,79.32703305296363,False,87.01964007000001,False,https://pbs.twimg.com/profile_images/593073644458225664/6yZzkNvH_normal.jpg,Filmmaker / Social Activist / Trouble Maker / Oscar Owner. This is the official DLB twitter account. Thanks for following!,None,None,Hot 🔥🔥🔥
mozilla,8647,167003,2712,79.309675811149,False,86.84681172,False,https://pbs.twimg.com/profile_images/576067580219146242/ON0VuHtK_normal.png,A non-profit with one mission: defend the free and open web.,None,None,Hot 🔥🔥🔥
Amazing_Maps,1470,270769,1,79.30094439474993,False,88.46973189,False,https://pbs.twimg.com/profile_images/670261890233311232/AI4OcoZM_normal.jpg,The original Twitter map account- bringing you the most amazing maps on the internet! // Business - mapsareamazing@gmail.com,None,None,Hot 🔥🔥🔥
WorldResources,24022,128384,11110,79.27854882944592,False,77.53591766,False,https://pbs.twimg.com/profile_images/453600188108533760/jUKVBB--_normal.png,"Climate change, energy, food, forests, water, sustainable cities, governance, finance, business, economics. Tweet/Like ≠ endorsement. Tweets by @lauraleedooley",None,lauraleedooley,Hot 🔥🔥🔥
UNICEFpalestine,1544,8562,95,79.26363819473782,False,84.38150162,False,https://pbs.twimg.com/profile_images/486499649855827969/5---yRXr_normal.jpeg,UNICEF helps build a world where the rights of every child and adolescent are realized. Join us.,None,None,Hot 🔥🔥🔥
CapitalOne,16887,143307,414,79.2505917565904,False,86.24812883,False,https://pbs.twimg.com/profile_images/719635675696492549/7p3gtPJ6_normal.jpg,"We're on a mission for our customers—bringing them great products, rewards and service.
http://t.co/F6gAqIA3Wo",None,None,Hot 🔥🔥🔥
mariannethyssen,1361,16549,154,79.21902581339018,False,86.61051694000001,False,https://pbs.twimg.com/profile_images/516945843807477761/glVxStPq_normal.jpeg,"European Commissioner for Employment, Social Affairs, Skills and Labour Mobility",None,None,Hot 🔥🔥🔥
reidhoffman,1343,380682,528,79.15571894776295,False,88.40657723000001,False,https://pbs.twimg.com/profile_images/468539219275567105/sKdoFXJ5_normal.jpeg,Entrepreneur. Investor. Strategist.,None,None,Hot 🔥🔥🔥
lisaling,6740,221447,744,79.14192982643118,False,87.85768736,False,https://pbs.twimg.com/profile_images/635933249236107265/RhbvQphc_normal.jpg,Exec. Producer and Host of THIS IS LIFE on CNN. Season 2 returns 9/30/2015 at 9PM Instagram: lisalingstagram FB: http://t.co/EvdOQ8j9I3,None,None,Hot 🔥🔥🔥
Mets,43675,570925,1339,79.12159434103098,False,87.06841823,False,https://pbs.twimg.com/profile_images/748947687358083072/h3wSwNJI_normal.jpg,Official Twitter of the New York Mets,None,None,Hot 🔥🔥🔥
DAPennebaker,205,1392,58,79.11822085154877,False,83.18644415,False,https://pbs.twimg.com/profile_images/471668357029036032/oE_nEwXn_normal.jpeg,One half of the documentary duo Pennebaker Hegedus @PHFilms. Our new film is @UTCFilm.,None,"PHFilms, UTCFilm",Hot 🔥🔥🔥
RevenantMovie,408,39761,39,79.10222769208175,False,88.30480419000001,False,https://pbs.twimg.com/profile_images/707993762773884929/VbxLqLqF_normal.jpg,"#TheRevenant, starring @LeoDiCaprio, Tom Hardy, @PoulterWill, & directed by Academy Award winner Alejandro G. Iñárritu. NOW ON BLU-RAY™, DVD & DIGITAL HD.",TheRevenant,"LeoDiCaprio, PoulterWill",Hot 🔥🔥🔥
Chase,19664,322550,4846,79.0784465924759,False,86.68806871,False,https://pbs.twimg.com/profile_images/748885874516094980/ywt_aKRx_normal.jpg,"Official handle for Chase, managed by Mere (^MK) and Jess (^JS). For customer support, Tweet @ChaseSupport. https://t.co/co5RnmqJXe",None,ChaseSupport,Hot 🔥🔥🔥
Lavernecox,15133,566628,2217,79.0658098288924,False,87.87940646,False,https://pbs.twimg.com/profile_images/725664538369073153/zOOc_BXt_normal.jpg,"Actress, Producer, I play Sophia on The Netflix series Orange Is the New Black.",None,None,Hot 🔥🔥🔥
kickstarter,14593,1083658,1104,79.04125875759108,False,88.23705480000001,False,https://pbs.twimg.com/profile_images/616263122790125568/yDDiMuf6_normal.png,"Bringing creative projects to life! ♥ 
See what's happening: https://t.co/nEqsG51KxS",None,None,Hot 🔥🔥🔥
MalalaFund,8555,470301,466,79.0238703346617,False,88.15602731000001,False,https://pbs.twimg.com/profile_images/649942098687365125/urESBy0O_normal.png,The Malala Fund is the official organisation led by Malala Yousafzai focused on helping girls go to school and raise their voices for the right to education.,None,None,Hot 🔥🔥🔥
GA,15324,98891,5026,79.01263991448849,False,82.33227437000001,False,https://pbs.twimg.com/profile_images/616323696601468930/SkNd2ppU_normal.png,"Transforming thinkers into creators through education & opportunities in tech, business, & design. Connect locally: https://t.co/q5XZpqm5bz",None,None,Hot 🔥🔥🔥
BronxZoosCobra,450,163692,3,78.99094136180166,False,88.44895773,False,https://pbs.twimg.com/profile_images/1296024799/TWITTER-DEFAULT_2__normal.jpg,I'm an Egyptian cobra back from being out on the town. BronxZoosCobra@gmail.com,None,None,Hot 🔥🔥🔥
Claire,13469,336460,1129,78.93116801166789,False,87.64580286,False,https://pbs.twimg.com/profile_images/1341935987/clairebioshotwebsmall_normal.jpeg,"early Twitter employee gal, author of books with pages, Stanford & Oxford sweatshirt wearer, MBA who's bad at math, nonprofit founder, mama to @lucia",None,lucia,Hot 🔥🔥🔥
GirlsWhoCode,3809,178178,1885,78.92689829640088,False,87.6148331,False,https://pbs.twimg.com/profile_images/743148963402915841/gDqd6Y6p_normal.jpg,We're girls who code and together we're closing the gender gap in technology! Learn what it's like to be a girl who codes on our blog (link below)!,None,None,Hot 🔥🔥🔥
MoMAPS1,5303,239548,532,78.91088614773516,False,88.00718364000001,False,https://pbs.twimg.com/profile_images/1299639440/thumb-2_normal.jpg,"MoMA PS1, a part of @MuseumModernArt, is an innovative space devoted to exhibiting the most challenging, and thought-provoking contemporary art today.",None,MuseumModernArt,Hot 🔥🔥🔥
RonanFarrow,6842,317014,2358,78.90501777499158,False,87.7620672,False,https://pbs.twimg.com/profile_images/627504688611610624/0Ej34t6a_normal.jpg,"Reporter, NBC News. Former undiplomatic diplomat, State Dept. Bad lawyer. https://t.co/Xy0zDwgLrF | https://t.co/PMWVwf12Ry",None,None,Hot 🔥🔥🔥
Isabelwilkerson,1491,7117,176,78.88635524444004,False,82.69068284000001,False,https://pbs.twimg.com/profile_images/378800000410908680/553937d8f86eed36e3389422cfad7c07_normal.jpeg,"Author of The Warmth of Other Suns, about the search for freedom during the Great Migration, a watershed in American history.",None,None,Hot 🔥🔥🔥
UNICEFuruguay,1592,24788,413,78.86679514077207,False,86.49257589,False,https://pbs.twimg.com/profile_images/592672875179548672/LKItSmg0_normal.jpg,UNICEF trabaja en Uruguay desde 1992 para promover los derechos de todos los niños y adolescentes y generar oportunidades para que desarrollen sus capacidades.,None,None,Hot 🔥🔥🔥
HeforShe,3982,327474,1028,78.86622353025275,False,88.12202167000001,False,https://pbs.twimg.com/profile_images/687660394467360768/iSDyV0rm_normal.png,@UN_Women's Solidarity Movement for Gender Equality. https://t.co/eFiRbT3SMd,None,UN_Women,Hot 🔥🔥🔥
laurenepowell,203,15555,78,78.85644036980668,False,88.01575687,False,https://pbs.twimg.com/profile_images/656175279870603264/527I9RKw_normal.jpg,"Advocate, Idealist, Springsteen Fan, President, @EmCollective; Founder, @CollegeTrack; Chair, @XQAmerica",None,"EmCollective, CollegeTrack, XQAmerica",Hot 🔥🔥🔥
DeutscheBank,8248,548041,216,78.83967934523183,False,88.19835824,False,https://pbs.twimg.com/profile_images/472463469556416513/KlKUMZtb_normal.jpeg,"Information & dialogue on #finance & #economics
Netiquette: https://t.co/FvNMEVEdNT
#SocialMedia: https://t.co/eElffvJ32b
$DB #dbresearch #CIOView","finance, economics, SocialMedia, dbresearch, CIOView",None,Hot 🔥🔥🔥
Davos,25558,457352,930,78.81243786172672,False,87.40219583000001,False,https://pbs.twimg.com/profile_images/689479051841372160/brN1Bg7W_normal.png,The livetweet/automated account of the World Economic Forum. Follow @wef for our main account. Annual Meeting hashtag: #wef,wef,wef,Hot 🔥🔥🔥
Jubaland,298,10455,47,78.81180760631052,False,87.76788440000001,False,https://pbs.twimg.com/profile_images/456572024299601921/yZ5SaXRc_normal.jpeg,The Official Account of Jubaland State of Somalia.,None,None,Hot 🔥🔥🔥
onambiguity,3159,644733,840,78.80964207702665,False,88.31668209,False,https://pbs.twimg.com/profile_images/749758188669444096/HJR9P-ez_normal.jpg,"tech, burner, drifter. loves everyone.",None,None,Hot 🔥🔥🔥
brooklynmuseum,8881,614142,1615,78.80564413376993,False,88.09513904,False,https://pbs.twimg.com/profile_images/747067111122567168/sCP-22ds_normal.jpg,Enjoy our current exhibitions #disguisebkm #boomboxbkm #stephenpowers and #agitpropbkm. Questions and comments via @replies are welcome.,"disguisebkm, boomboxbkm, stephenpowers, agitpropbkm",replies,Hot 🔥🔥🔥
CITES,2556,23357,147,78.77477980980197,False,86.1344894,False,https://pbs.twimg.com/profile_images/477342274917892096/xmHPymNC_normal.png,Regulating the world's #wildlife trade since 1975. Tweets and RTs ≠ endorsements.,wildlife,None,Hot 🔥🔥🔥
hgse,6274,103496,130,78.77325751614934,False,87.34657658,False,https://pbs.twimg.com/profile_images/3222291276/7e5b2cc0751e99c15ff5d364140bdd8e_normal.png,The official Twitter feed of the Harvard Graduate School of Education,None,None,Hot 🔥🔥🔥
NPRextra,10069,533376,1035,78.77104106553489,False,88.04648541,False,https://pbs.twimg.com/profile_images/623874833068236800/eN5WiO7i_normal.png,An extra dose of @NPR: the stories behind the stories plus corporate news and announcements.,None,NPR,Hot 🔥🔥🔥
gilbertogil,10503,2001352,438,78.76376945417061,False,88.35193910000001,False,https://pbs.twimg.com/profile_images/656176378774224896/Ow_QLb7T_normal.jpg,Twitter oficial do cantor e compositor Gilberto Gil atualizado pela sua equipe de comunicação,None,None,Hot 🔥🔥🔥
SavetheChildren,19841,1617369,5925,78.75169773854785,False,88.07132072,False,https://pbs.twimg.com/profile_images/724940781446901766/r4ucJHek_normal.jpg,"We invest in childhood–every day, in times of crisis & for our future. We give children a healthy start, the opportunity to learn & protection from harm.",None,None,Hot 🔥🔥🔥
GreenpeaceArg,30973,423333,1339,78.73220612791644,False,87.00677426000001,False,https://pbs.twimg.com/profile_images/713384667811090436/VLGJMOvQ_normal.jpg,"Somos una organización ecologista internacional, económica y políticamente independiente, que no acepta donaciones ni presiones de gobiernos o empresas.",None,None,Hot 🔥🔥🔥
TheWolfofWallSt,270,48415,26,78.72568478986862,False,88.32404889,False,https://pbs.twimg.com/profile_images/445948674518941697/EVvnU9Aq_normal.png,"From Academy Award winning director Martin Scorsese comes The Wolf of Wall Street, starring Leonardo DiCaprio. Own it today on Blu-ray & Digital HD!",None,None,Hot 🔥🔥🔥
repjohnlewis,1574,184042,165,78.7212167357671,False,88.25741159,False,https://pbs.twimg.com/profile_images/751446634429575169/KWfWsq0W_normal.jpg,"Congressman, Georgia's Fifth Congressional District",None,None,Hot 🔥🔥🔥
okgo,4390,1226003,127,78.71801207106644,False,88.37483665,False,https://pbs.twimg.com/profile_images/696884733008072704/iNwKsiY8_normal.jpg,Our new video for Upside Down & Inside Out is available here: https://t.co/kq8uBFtE19,None,None,Hot 🔥🔥🔥
WIPO,5270,35357,321,78.71512503051137,False,85.11332988,False,https://pbs.twimg.com/profile_images/474900564128444417/-nmfNK5z_normal.png,The official account of the World Intellectual Property Organization. Follow our efforts to promote the use of IP for innovation & creativity.,None,None,Hot 🔥🔥🔥
solarimpulse,19053,87738,930,78.710763831739,False,83.39612,False,https://pbs.twimg.com/profile_images/672545843954651136/ZdFKS0bj_normal.jpg,Two pioneers flying around the world with a solar airplane to promote clean technologies #futureisclean ! @bertrandpiccard @andreborschberg,futureisclean,"bertrandpiccard, andreborschberg",Hot 🔥🔥🔥
jack,19984,3732655,2060,78.71036433884916,False,88.32356169,False,https://pbs.twimg.com/profile_images/668328458519384064/FSAIjKRl_normal.jpg,,None,None,Hot 🔥🔥🔥
LastWeekTonight,3573,1246909,343,78.70800497476922,False,88.37639863999999,False,https://pbs.twimg.com/profile_images/458731297154686976/DNEEDoar_normal.jpeg,Breaking news on a weekly basis. #LastWeekTonight with John Oliver (@iamjohnoliver) Sundays at 11PM on @HBO.,LastWeekTonight,"iamjohnoliver, HBO",Hot 🔥🔥🔥
SusanSarandon,4621,403465,292,78.70703884929696,False,88.21467244000002,False,https://pbs.twimg.com/profile_images/686633235393163266/cq_ikTmA_normal.jpg,"Mother, activist, actress and ping pong propagandist at @WeAreSPiN",None,WeAreSPiN,Hot 🔥🔥🔥
khanacademy,1518,509388,140,78.70554426298759,False,88.37404704000001,False,https://pbs.twimg.com/profile_images/576480569028009984/YWq8EwXd_normal.png,"Working to make a free, world-class education available for anyone, anywhere. And having fun while doing it.",None,None,Hot 🔥🔥🔥
Pinterest,7591,2285783,380,78.69977578927397,False,88.37233149,False,https://pbs.twimg.com/profile_images/622086313764745216/T3KEBemO_normal.png,"Pinterest is the world’s catalog of ideas. Find and save recipes, parenting hacks, style inspiration and other ideas to try. 
Need help? https://t.co/DEwfjfI3cj",None,None,Hot 🔥🔥🔥
EllenPage,3492,1393240,481,78.697751188896,False,88.37681950000001,False,https://pbs.twimg.com/profile_images/638018142124380164/cXYWD2rl_normal.jpg,I am a tiny Canadian.,None,None,Hot 🔥🔥🔥
paulocoelho,31003,11076008,221,78.69307582093354,False,88.38616103,False,https://pbs.twimg.com/profile_images/665636052787294208/ukeN0651_normal.jpg,Writer ( https://t.co/d8dQ56k9Oq ),None,None,Hot 🔥🔥🔥
GaelGarciaB,5158,2232644,476,78.69125885416383,False,88.38475258,False,https://pbs.twimg.com/profile_images/674016770/Siesta_normal.jpg,Pachanga y su banda en pesero,None,None,Hot 🔥🔥🔥
UNESCO,13300,1340684,1229,78.68747367287827,False,88.22681014,False,https://pbs.twimg.com/profile_images/685022521213726720/dA6Jz1EJ_normal.jpg,Building peace where it starts - in the minds of men & women. Follow our Director-General @IrinaBokova,None,IrinaBokova,Hot 🔥🔥🔥
RedHourBen,2773,5128419,283,78.68561220398107,False,88.41945669,False,https://pbs.twimg.com/profile_images/1237591832/IMG_0016_normal.JPG,"The real Ben Stiller. Sort of, whatever real means. @RedHourFilms",None,RedHourFilms,Hot 🔥🔥🔥
EmWatson,1411,22238126,281,78.6855647028828,False,88.42909701,False,https://pbs.twimg.com/profile_images/711235710070755329/iV9iortC_normal.jpg,"British actress, Goodwill Ambassador for UN Women",None,None,Hot 🔥🔥🔥
POTUS,274,8903001,73,78.68494244239272,False,88.42969846000001,False,https://pbs.twimg.com/profile_images/600314410003865600/laIuu4bB_normal.jpg,"Dad, husband, and 44th President of the United States. Tweets may be archived: http://t.co/eVVzoATsAR.",None,None,Hot 🔥🔥🔥
Alwaleed_Talal,208,4983188,31,78.68491678423132,False,88.4296076,False,https://pbs.twimg.com/profile_images/612943596656824320/AE1KuVgT_normal.png,"Chairman of the Board of @Kingdom_KHC, Chairman of the Board of @Alwaleed_Philan, Citizen of Saudi Arabia.",None,"Kingdom_KHC, Alwaleed_Philan",Hot 🔥🔥🔥
billclinton,458,5659008,15,78.68480669096066,True,88.42911829,True,https://pbs.twimg.com/profile_images/451207149478096896/HoMUOmyu_normal.jpeg,"Founder, Clinton Foundation and 42nd President of the United States. Follow @clintonfdn for more on my work around the world.",None,clintonfdn,Hot 🔥🔥🔥
LeoDiCaprio,685,15643930,144,78.68479703680674,False,88.42941176,False,https://pbs.twimg.com/profile_images/694662257586892802/mdc5ELjj_normal.jpg,Actor and Environmentalist,None,None,Hot 🔥🔥🔥
DalaiLama,1197,12826425,1,78.68465261086808,False,88.42900522000001,False,https://pbs.twimg.com/profile_images/529214699041067008/fqPBAr5s_normal.jpeg,Welcome to the official twitter page of the Office of His Holiness the 14th Dalai Lama.,None,None,Hot 🔥🔥🔥
Pontifex,884,9535775,9,78.68461219926294,False,88.42896713,False,https://pbs.twimg.com/profile_images/507818066814590976/KNG-IkT9_normal.jpeg,Welcome to the official Twitter page of His Holiness Pope Francis,None,None,Hot 🔥🔥🔥
BillGates,2088,29382739,170,78.68460451195183,True,88.42908984,True,https://pbs.twimg.com/profile_images/558109954561679360/j1f9DiJi_normal.jpeg,Sharing things I'm learning through my foundation work and other interests...,None,None,Hot 🔥🔥🔥
shakira,4070,38704175,180,78.68456599832983,False,88.42858529,False,https://pbs.twimg.com/profile_images/736696089521295360/F-5cSSKf_normal.jpg,#LaBicicleta @CarlosVives & Shakira. iTunes: https://t.co/soIQTtdbP9  https://t.co/oEZtqqavxC,LaBicicleta,CarlosVives,Hot 🔥🔥🔥
rogerfederer,1243,5700066,79,78.68416124259912,False,88.42625953000001,False,https://pbs.twimg.com/profile_images/711961869158711296/IVf9TtGK_normal.jpg,Professional tennis player,None,None,Hot 🔥🔥🔥
MichelleObama,767,5420031,10,78.68399817660656,False,88.42801247,False,https://pbs.twimg.com/profile_images/507610912933441538/HCKhYoBO_normal.png,This account is run by Organizing for Action staff. Tweets from the First Lady are signed -mo.,None,None,Hot 🔥🔥🔥
wernerherzog,5,66117,1,78.68384029529504,False,88.42859478,False,https://pbs.twimg.com/profile_images/55217415/wherzog_normal.jpg,"Werner Herzog has produced, written, and directed more than fifty films, published more than a dozen books of prose, and directed as many operas.",None,None,Hot 🔥🔥🔥
tinychat,569,1232871,5,78.683766283173,False,88.42271492,False,https://pbs.twimg.com/profile_images/727174338588217344/Z9SN3LEx_normal.jpg,"Video Chat, Simple & Easy",None,None,Hot 🔥🔥🔥
BenAffleck,326,2426492,57,78.68297700903152,False,88.42691880000001,False,https://pbs.twimg.com/profile_images/3782523511/fc6c9a4523187aaf21d31c354f3a5638_normal.jpeg,"Director, actor, writer, producer and founder of Eastern Congo Initiative.",None,None,Hot 🔥🔥🔥
YouTube,16980,62894768,933,78.68250016873752,False,88.42503003,False,https://pbs.twimg.com/profile_images/745972205389897729/eXk9nE5R_normal.jpg,lol watch this,None,None,Hot 🔥🔥🔥
elonmusk,1987,4379639,52,78.6819029222216,False,88.42208484,False,https://pbs.twimg.com/profile_images/718273532438966274/j0h7TkOS_normal.jpg,"Tesla, SpaceX, SolarCity, PayPal & OpenAI",None,None,Hot 🔥🔥🔥
JonahHill,1647,4990375,7,78.68188142073798,False,88.42455516000001,False,https://pbs.twimg.com/profile_images/686798785532530688/MPHLbaws_normal.jpg,"I wanted to start an official Twitter page to communicate with the awesome people who are interested in communicating with me. That means you, mom.",None,None,Hot 🔥🔥🔥
QueenRania,1546,5119022,40,78.68181730293568,False,88.42469734000001,False,https://pbs.twimg.com/profile_images/732124172034379776/7qaOYvX9_normal.jpg,A mum and a wife with a really cool day job الملكة رانيا العبدالله - المملكة الأردنية الهاشمية,None,None,Hot 🔥🔥🔥
Oprah,11282,33035914,262,78.68149639137448,False,88.42398692,False,https://pbs.twimg.com/profile_images/651445595081605121/0B67DmRf_normal.png,,None,None,Hot 🔥🔥🔥
