Screen Name,Statuses,Followers,Friends,Philanthropic Impact Score,Mentioned Key Words,Twitter Score,Impact Indicator,Profile,Description,Tags Mentioned,Users Mentioned,prediction
UNSGSA,234,3345,56,77.33174672692424,False,86.03837783,False,https://pbs.twimg.com/profile_images/587637125056598016/-rylwlen_normal.png,Office of UN SG's Special Advocate for Inclusive Finance | H.M. Queen Máxima of the Netherlands | Advancing universal access to financial services for the poor.,None,None,Hot 🔥🔥🔥
UNHCRPakistan,570,6087,65,77.32823872116232,False,85.88958987000001,False,https://pbs.twimg.com/profile_images/1467370727/DSC00074_normal.JPG,"The official account of UNHCR, Pakistan. We have been in the country  since 1979 soon after the arrival of Afghan refugees in the Pakistan.",None,None,Hot 🔥🔥🔥
CarnegieCorp,6461,78864,606,77.32522786366657,False,86.27487309,False,https://pbs.twimg.com/profile_images/378800000698627701/22378085f6ac4106677e936aa0ae93bd_normal.png,"Supporting innovations in education, democratic engagement, and the strengthening of international peace and security. Keep connected: https://t.co/iF9KlDPCgo",None,None,Hot 🔥🔥🔥
hpennington_,4,323,8,77.32398972580134,True,86.82165081000001,False,https://pbs.twimg.com/profile_images/510450582168272896/QCWIwBDy_normal.jpeg,"Vice President, Education, Creativity and Free Expression, @FordFoundation; tweets are my own",None,FordFoundation,Hot 🔥🔥🔥
PlanetGreen,22151,261670,1366,77.32303516868467,False,86.35183658000001,False,https://pbs.twimg.com/profile_images/1225701550/Picture_15_normal.png,"Planet Green offers practical, everyday tips on how to live a greener lifestyle. We offer actionable advice across a variety of topics: green made real.",None,None,Hot 🔥🔥🔥
akdn,1547,16369,10,77.31907171609858,False,86.40591978,False,https://pbs.twimg.com/profile_images/567989683506802688/jBZEu3kT_normal.png,The Aga Khan Development Network is a group of development agencies dedicated to improving living conditions and opportunities in the areas where it operates.,None,None,Hot 🔥🔥🔥
AmnestyUK,17992,223047,2141,77.31788656658556,False,86.19484848,False,https://pbs.twimg.com/profile_images/3607271465/5e25a8cdc778ee265f2c472de82097c0_normal.png,"Amnesty International in the UK - standing up for human rights across the world, wherever justice, freedom, fairness and truth are denied.",None,None,Hot 🔥🔥🔥
ASteiner,1013,14697,255,77.31217015228496,False,86.00758357000001,False,https://pbs.twimg.com/profile_images/612695984150331392/XzH-Gphh_normal.jpg,Former Executive Director of @UNEP. Incoming Director of @OxMartinSchool. Passionate about the planet and its peoples.,None,"UNEP, OxMartinSchool",Hot 🔥🔥🔥
KoinangeJeff,73793,799929,1297,77.3114125206308,False,86.39151403000001,False,https://pbs.twimg.com/profile_images/653847134056398848/Ul1-EDvk_normal.jpg,"Emmy & Peabody - Award Winning Journalist | Talk Show Host- Jeff Koinange LIVE | Author | Husband | Father & ALL KENYAN, ALL THE TIME!",None,None,Hot 🔥🔥🔥
KKFoundation,3035,34529,128,77.30341378778695,True,86.36576446000001,True,https://pbs.twimg.com/profile_images/460443649038241792/pVfZ0iLl_normal.jpeg,King Khalid Foundation - رسالتنا: أن يكون لنا تأثير إيجابي على حياة الناس عبر ابتكار حلول فاعلة لمواجهة التحديات الاجتماعية والاقتصادية في السعودية,None,None,Hot 🔥🔥🔥
billmckibben,16365,192653,908,77.29836173159616,False,86.36742652,False,https://pbs.twimg.com/profile_images/680376564735819776/0DqFiirJ_normal.jpg,"Author, Educator, Environmentalist and Founder of https://t.co/PvZxwxYAYF",None,None,Hot 🔥🔥🔥
ATT_Conference,108,1163,2,77.29643134640757,False,86.41940857,False,https://pbs.twimg.com/profile_images/3213203504/5973d033596a123d921b8a7142e4b314_normal.png,Final United Nations Conference on the Arms Trade Treaty (ATT) 18 to 28 March 2013,None,None,Hot 🔥🔥🔥
LincWorld,740,30928,691,77.29105192286094,False,86.59259664000001,False,https://pbs.twimg.com/profile_images/540396894988410880/MR9qY3KX_normal.png,Connect with people & ideas to co-develop a sustainable future.,None,None,Hot 🔥🔥🔥
Carolina_Toha,19176,264496,2266,77.29065450756183,False,86.40225148,False,https://pbs.twimg.com/profile_images/673570283266142208/_En-RroB_normal.jpg,Mujer chilena. Alcaldesa de @Muni_Stgo. Madre de Emilio y Matilde,None,Muni_Stgo,Hot 🔥🔥🔥
gwenifill,12123,139670,1012,77.29044892349197,False,86.19452256000001,False,https://pbs.twimg.com/profile_images/581496172004552704/J1EoLP2t_normal.jpg,also http://t.co/4Gq1Q17Q,None,None,Hot 🔥🔥🔥
KHNews,9176,117201,756,77.28567622892217,False,86.40162133,False,https://pbs.twimg.com/profile_images/1909304177/khn_logo_Facebook_normal.jpg,News service covering health care policy/politics. Editorially independent program of @KaiserFamFound. Links not endorsements.,None,KaiserFamFound,Hot 🔥🔥🔥
hczorg,1405,9482,200,77.28480664824049,False,84.09475242,False,https://pbs.twimg.com/profile_images/1247486504/hczlogo_normal.jpg,"Doing whatever it takes to help our 13,000 kids get to and through college and end the cycle of generational poverty in Central Harlem. #HCZ",HCZ,None,Hot 🔥🔥🔥
chrishughes,1320,40132,925,77.28408540866428,False,86.38606389,False,https://pbs.twimg.com/profile_images/733022451672715264/tiF9-ZYS_normal.jpg,,None,None,Hot 🔥🔥🔥
adage,48986,896387,12110,77.28060404281946,False,86.47956931,False,https://pbs.twimg.com/profile_images/639157465469349888/-uA7RC6g_normal.jpg,"Ad Age is the leading global source of news, intelligence and conversation for marketing and media communities.",None,None,Hot 🔥🔥🔥
Wharton,20637,197334,1564,77.27398572407668,False,85.7973855,False,https://pbs.twimg.com/profile_images/738029739953229824/RpvygzFf_normal.jpg,"The Wharton School of @Penn, the world's first collegiate business school. Advancing ideas & leaders for 135 years (tweeting for 9). #Philadelphia #SanFrancisco","Philadelphia, SanFrancisco",Penn,Hot 🔥🔥🔥
UNarabic,21655,239187,659,77.26920624914267,True,86.35551743,True,https://pbs.twimg.com/profile_images/654761542529888256/k_4yUNsp_normal.png,الحساب العربي الرسمي لـ #الأمم_المتحدة. نُعنى بالمستجدات في عمل الأمانة العامة وأنشطتها، ونعرض لعمل المنظمة ككل مع التركيز على #الأهداف_العالمية. #GlobalGoals,GlobalGoals,None,Hot 🔥🔥🔥
PNUDBrasil,6505,75059,603,77.2661882075914,False,86.14954554,False,https://pbs.twimg.com/profile_images/727489428944490496/hiZAlpVx_normal.jpg,Perfil oficial do Programa das Nações Unidas para o Desenvolvimento (PNUD) no Brasil. Trabalhamos para empoderar vidas e construir nações mais resilientes.,None,None,Hot 🔥🔥🔥
TelegraphBooks,16414,197783,1444,77.26418953543643,False,86.26005500000001,False,https://pbs.twimg.com/profile_images/704633076991827969/w0tpltXN_normal.jpg,Books and literature news and reviews from the @Telegraph.,None,Telegraph,Hot 🔥🔥🔥
WeMustDisarm,211,2177,2,77.26223339912612,False,86.35208004,False,https://pbs.twimg.com/profile_images/290320224/WMD_Twittericon2_normal.gif,A United Nations campaign to get more public support for the UN Secretary-General’s drive to achieve a world free of nuclear weapons.,None,None,Hot 🔥🔥🔥
lykketoft,723,21765,429,77.2548970312068,False,86.55152369,False,https://pbs.twimg.com/profile_images/621505786850770948/DK8DRy1W_normal.png,President of the 70th session of the UN General Assembly,None,None,Hot 🔥🔥🔥
CTurlington,8774,142803,2069,77.25269710436892,False,86.29165228000001,False,https://pbs.twimg.com/profile_images/378800000385208830/0df867c12a6b7f3616894776fe7f1831_normal.jpeg,"Mom, Wife, Daughter, Yogi, Marathoner, Founder @everymomcounts, Author, Living Yoga: Creating A Life Practice, Model. I tweet about Global Maternal Health",None,everymomcounts,Hot 🔥🔥🔥
dougulman,19213,1073291,38267,77.24703885396879,False,85.97631643,False,https://pbs.twimg.com/profile_images/748294302967685120/N9EcaIs5_normal.jpg,"Cancer survivor, husband, father, CEO @Pelotonia, athlete, optimist, fearful flyer, former CEO @LIVESTRONG, Advising @OSUCCC_James, Founder @UlmanCancerFnd",None,"Pelotonia, LIVESTRONG, OSUCCC_James, UlmanCancerFnd",Hot 🔥🔥🔥
UNODC,6867,74562,214,77.24340932601773,False,86.31361068000001,False,https://pbs.twimg.com/profile_images/2265894733/c3mytz0luxevufotd42g_normal.jpeg,"The United Nations Office on Drugs and Crime assists Governments and others to roll back threats caused by #drugs, transnational organized #crime and #terrorism","drugs, crime, terrorism",None,Hot 🔥🔥🔥
SolarWorldUSA,730,14049,291,77.24035534481389,False,86.1402722,False,https://pbs.twimg.com/profile_images/484822870036467712/_GqKFM4g_normal.jpeg,SolarWorld USA is the largest solar panel (PV) manufacturer in America since 1975.,None,None,Hot 🔥🔥🔥
Climate2014Live,191,5494,106,77.23724824837302,False,86.54793147000001,False,https://pbs.twimg.com/profile_images/512348651167834112/DZyfI1P__normal.jpeg,"Official UN account, tweeting headline climate action announcements during the UN Climate Summit 23 September 2014",None,None,Hot 🔥🔥🔥
SamaImpact,4772,294421,8760,77.23602578167691,False,86.32773596000001,False,https://pbs.twimg.com/profile_images/718348847467098112/5wGyoSUq_normal.jpg,"At Sama, we #GiveWork to help people lift themselves out of poverty through access to digital work. Our two programs are #Samasource and #Samaschool.","GiveWork, Samasource, Samaschool",None,Hot 🔥🔥🔥
Princeton,23882,212892,1575,77.23530051523615,False,85.66168285,False,https://pbs.twimg.com/profile_images/709572878585434112/OlidnMaV_normal.jpg,The official Twitter account of Princeton University. Use #PrincetonU to join the conversation!,PrincetonU,None,Hot 🔥🔥🔥
RosabethKanter,5410,62134,285,77.22722481828552,False,86.31701304,False,https://pbs.twimg.com/profile_images/381180533/rkanter_normal.jpg,"Harvard Business School prof, chairs Harvard Advanced Leadership, inspires/leads change, new book MOVE: Putting America’s Infrastructure Back in the Lead",None,None,Hot 🔥🔥🔥
SMExaminer,26394,316455,2372,77.21911057181184,False,86.23108112999999,False,https://pbs.twimg.com/profile_images/463673794716909569/DvZl4mU3_normal.png,"Join 4,000 marketers at the online mega-conference designed to inspire and empower you--Social Media Success Summit 2016. Click for details.",None,None,Hot 🔥🔥🔥
UN_HRC,6294,68487,230,77.21850220089206,False,86.2858858,False,https://pbs.twimg.com/profile_images/742329313299697664/EcckTlkp_normal.jpg,#UN Human Rights Council: inter-governmental body responsible for strengthening the promotion and protection of #humanrights around the globe.,"UN, humanrights",None,Hot 🔥🔥🔥
LibraryJournal,18585,186771,286,77.21724220537783,False,86.23247727,False,https://pbs.twimg.com/profile_images/741270223815335937/7V7nrhNV_normal.jpg,"Library views, news, and book reviews from LJ staffers",None,None,Hot 🔥🔥🔥
MetropolisMag,10293,145565,2033,77.21684804846977,False,86.1315148,False,https://pbs.twimg.com/profile_images/552844684792311809/opX9WPBJ_normal.png,Architecture & Design At All Scales,None,None,Hot 🔥🔥🔥
davidnabarro,163,3803,68,77.21530694879338,False,86.47027271,False,https://pbs.twimg.com/profile_images/2185204151/DN_Usual_Picture_small_normal.jpg,Adviser on 2030 Agenda for Sustainable Development,None,None,Hot 🔥🔥🔥
awesomefound,2190,16350,873,77.2038830019065,False,82.31825389000001,False,https://pbs.twimg.com/profile_images/293916359/awesomefoundation_normal.png,"We support people doing awesome things in the world. Every month we give out a grant. If you have an awesome idea, let us know.",None,None,Hot 🔥🔥🔥
rachelhaot,11283,55861,1160,77.19947991133886,False,82.79220491,False,https://pbs.twimg.com/profile_images/738098412378169344/rJ9rkt0I_normal.jpg,"Managing Director at @1776NY. Former Chief Digital Officer for @nygov & @nycgov. Mom, wife, entrepreneur, lifelong New Yorker.",None,"1776NY, nygov, nycgov",Hot 🔥🔥🔥
AR_Foundation,838,15531,267,77.19896043362805,True,86.28260123,False,https://pbs.twimg.com/profile_images/826303541/logo_normal.jpg,The Official Anthony Robbins Foundation Account #LiveWithPassion,LiveWithPassion,None,Hot 🔥🔥🔥
jeffskoll,152,14549,376,77.19743194611446,True,86.63637657000001,True,https://pbs.twimg.com/profile_images/1515109059/jeff_skoll_for_win_normal.jpg,"Founder/Chairman Participant Media, Skoll Foundation, Skoll Global Threats Fund, Capricorn Investment Group",None,None,Hot 🔥🔥🔥
sxsw,18780,554960,12028,77.1971687750297,False,86.42054784000001,False,https://pbs.twimg.com/profile_images/747829166670643200/gnYaeNgY_normal.jpg,"SXSW Conference & Festivals | March 10-19, 2017",None,None,Hot 🔥🔥🔥
Joi,8958,115374,1248,77.19288409291076,False,86.16008539,False,https://pbs.twimg.com/profile_images/1083551051/headshotColor180_normal.jpg,"Director, MIT Media Lab - A474 00E5 6535 24AC 1162  B037 DC6B 8928 54CE F9DF",None,None,Hot 🔥🔥🔥
nyrbclassics,17416,146890,1458,77.19139616606705,False,85.37666947,False,https://pbs.twimg.com/profile_images/540559463963320320/fvCmWG30_normal.jpeg,Independent publishers of little-known classics and new translations. Tweets by the managing editor; avatar by @gelgud; blog: http://t.co/LY0ESH7WoW,None,gelgud,Hot 🔥🔥🔥
dhmeyer,11609,68635,388,77.17799748316183,False,84.51545393,False,https://pbs.twimg.com/profile_images/632669001231917056/GYi5SaPy_normal.jpg,"Restaurateur, always Setting the Table.",None,None,Hot 🔥🔥🔥
theafricareport,8307,104685,839,77.17189209684932,False,86.27199197,False,https://pbs.twimg.com/profile_images/1562586498/logoTAR_512x512_normal.png,"The Africa Report is an award-winning magazine that goes beyond the headlines to bring you fresh perspectives on the ideas, events and people shaping Africa.",None,None,Hot 🔥🔥🔥
unicef_elpaso,4,1138,32,77.15327996922129,False,86.67429677,False,https://pbs.twimg.com/profile_images/413421588/unicef_logo_normal.jpg,Do you believe in zero? We do.,None,None,Hot 🔥🔥🔥
gilliantett,1405,17672,152,77.1526605990899,False,86.23588869000001,False,https://pbs.twimg.com/profile_images/510064191424589824/-JLqzF42_normal.jpeg,"US Managing Editor of the Financial Times, Author of, SILO EFFECT, published in September 2015: https://t.co/wmCepZCqOS",None,None,Hot 🔥🔥🔥
GlobalFund,3724,150342,3646,77.123401129971,False,86.43662566,False,https://pbs.twimg.com/profile_images/536890886718631936/ONdeSpEO_normal.png,"Official Twitter account of The Global Fund to Fight AIDS, Tuberculosis and Malaria. 
http://t.co/XSznjpG0zs",None,None,Hot 🔥🔥🔥
PakistanUN,214,3898,75,77.11057262908906,False,86.14366030000001,False,https://pbs.twimg.com/profile_images/378800000675841921/8a273017fdd0ea580b8b323c05e49d13_normal.jpeg,Permanent Mission of Pakistan to the United Nations,None,None,Hot 🔥🔥🔥
GoodmanCenter,384,4287,26,77.09992633561433,False,86.17210173000001,False,https://pbs.twimg.com/profile_images/2435867845/i4nj0nn94qkv6ohve4rv_normal.jpeg,"Communications consultant, author and speaker",None,None,Hot 🔥🔥🔥
UNICEFgermany,1508,23254,391,77.09985519125317,False,86.06709233000001,False,https://pbs.twimg.com/profile_images/448381342405754880/fXhOEy1t_normal.png,Deutsches Komitee für UNICEF e.V. | Impressum: http://t.co/X1vw8PM0Ww,None,None,Hot 🔥🔥🔥
Oceana,23175,248812,1842,77.09222118373378,False,86.01434205000001,False,https://pbs.twimg.com/profile_images/557616152638017536/hUDTsMPm_normal.png,"Working hard to protect our oceans. Fighting against offshore oil & destructive fishing. Fighting for clean energy, sharks, & turtles.",None,None,Hot 🔥🔥🔥
ilo,6866,76163,1240,77.09121271407875,False,85.58636270000001,False,https://pbs.twimg.com/profile_images/434004825139707904/P2tso_rQ_normal.jpeg,Official twitter account of the International Labour Organization: Promoting jobs and protecting people since 1919.,None,None,Hot 🔥🔥🔥
Indiegogo,22728,298829,5452,77.09090593528308,False,85.7622018,False,https://pbs.twimg.com/profile_images/743137174296485888/SGO9taaK_normal.jpg,The world's funding engine. #togetherdoanything.  Need assistance? https://t.co/fjTe4GoK28 Want to launch a campaign? Start today: https://t.co/EBDWY3tNEN,togetherdoanything,None,Hot 🔥🔥🔥
iHub,11616,152786,1945,77.08232595035085,False,86.06291127,False,https://pbs.twimg.com/profile_images/567613445902594048/h579eGmC_normal.jpeg,Nairobi's Innovation Hub.,None,None,Hot 🔥🔥🔥
globalcompact,7180,65665,371,77.07831344097406,False,85.78070301,False,https://pbs.twimg.com/profile_images/729723703601332225/3EbpTVkL_normal.jpg,"Helping to align business with 10 principles on human rights, labour, environment and anti-corruption, and to catalyze actions in support of broader #UN goals",UN,None,Hot 🔥🔥🔥
tweet_for_heat,215,4013,77,77.07039960068623,False,86.16563970000001,False,https://pbs.twimg.com/profile_images/690854798812409856/6KHSi7Ry_normal.png,How can we use technology to help refugees survive a harsh winter? Follow us to know more #TweetforHeat,TweetforHeat,None,Hot 🔥🔥🔥
IFCAfrica,5747,86249,1172,77.06768592822176,False,86.19722462,False,https://pbs.twimg.com/profile_images/655985988477452288/p877epaH_normal.png,"Supporting a dynamic private sector in Sub-Saharan Africa through investments, advisory services, and investment mobilization. Member of World Bank Group.",None,None,Hot 🔥🔥🔥
GPforEducation,10713,79670,500,77.06525286737892,False,85.21699738000001,False,https://pbs.twimg.com/profile_images/2479080709/g9iii4vpz2ra71c0efuo_normal.jpeg,"Supporting 60+ developing countries to ensure that every child receives a quality basic education, prioritizing the poorest and most vulnerable.",None,None,Hot 🔥🔥🔥
BFFoundation,8956,71005,374,77.06000037004867,False,85.44981019000001,False,https://pbs.twimg.com/profile_images/709391119298240513/GztBQiIm_normal.jpg,Keep Wildlife in the Wild! #YearOfTheLion,YearOfTheLion,None,Hot 🔥🔥🔥
GAOTG,5469,51010,54,77.05820343446736,False,86.06851983,False,https://pbs.twimg.com/profile_images/1898746546/tiaa_cyclist_normal.png,"The official twitter feed to help you understand the travel hotspots, plan in advance and make your journeys easier during the Games.",None,None,Hot 🔥🔥🔥
ejaf,2494,33017,511,77.05663919345535,True,85.91853832000001,False,https://pbs.twimg.com/profile_images/739855947368157184/ThrEyhtZ_normal.jpg,Elton John AIDS Foundation (UK) - one of the foremost independent AIDS charities in the world.,None,None,Hot 🔥🔥🔥
twestival,6809,201140,4795,77.0515553194422,False,86.27152897,False,https://pbs.twimg.com/profile_images/3539260467/f798a43a8976a1e80bdde548cf15c14f_normal.png,Tweet. Meet. Give. (Twestival has wrapped after five incredible years - @amanda),None,amanda,Hot 🔥🔥🔥
PJenningsUNI,9384,104439,812,77.04467133700292,False,86.04899771000001,False,https://pbs.twimg.com/profile_images/1225347365/PJ_2010_005_small_normal.jpg,"I am the General Secretary of UNI Global Union, the global trade union for 20 million service workers around the world.",None,None,Hot 🔥🔥🔥
mulagostarr,112,1367,27,77.02994144506009,True,85.58753214,False,https://pbs.twimg.com/profile_images/2403999531/kevin_starr_headshot_11_normal.jpeg,Skipper of Mulago Foundation and Rainer Arnhold Fellows,None,None,Hot 🔥🔥🔥
globaleducation,2003,31996,557,77.02891777777316,False,86.06177567,False,https://pbs.twimg.com/profile_images/258554018/GCE_SMALLER_LOGO_normal.jpg,Global Campaign for Education.  A worldwide movement to achieve Education for All.,None,None,Hot 🔥🔥🔥
ericries,28337,263914,1116,77.02641318883894,False,85.88553169000001,False,https://pbs.twimg.com/profile_images/1769304611/image1327092761_normal.png,Trying to change how startups are built.,None,None,Hot 🔥🔥🔥
TerryanneChebet,42319,310076,383,77.02149815221435,False,85.44769571,False,https://pbs.twimg.com/profile_images/724651695859478532/beE2A4l__normal.jpg,TV Business Anchor @CitizentvKenya | Journalist [Bloomberg- ALI Media Fellow | Fascinated by Entrepreneurship and Conversations about Africa,None,CitizentvKenya,Hot 🔥🔥🔥
GlobalFundWomen,26518,188094,1054,77.01896250657533,False,85.10397187000001,False,https://pbs.twimg.com/profile_images/654360418354200576/SNfv41Xc_normal.png,"Global Fund for Women is a champion for gender equality, standing up for women and girls to be strong, safe, powerful, and heard.",None,None,Hot 🔥🔥🔥
cbaundp,9,1856,56,77.01403038953796,False,86.49303900000001,False,https://pbs.twimg.com/profile_images/471116746/undp_logo_square_bigger_normal.jpg,Community Based Adaptation for Climate Change Adaptation Assistance Worldwide,None,None,Hot 🔥🔥🔥
OCHASom,2829,30603,326,77.01289093493222,False,85.83450382000001,False,https://pbs.twimg.com/profile_images/2619654987/pu23jh2mx1myjwvjnpuy_normal.jpeg,The Official United Nations OCHA Somalia Twitter Page - OCHA mobilizes & coordinates humanitarian assistance to people in Somalia.,None,None,Hot 🔥🔥🔥
LandandPoverty,5,101,2,77.00686067832059,False,86.70233209,False,https://pbs.twimg.com/profile_images/624979049/Logo_normal.jpg,"The Global Land and Poverty Summit is to collaborate, identify opportunities, gather information and play a key role in alleviating poverty worldwide.",None,None,Hot 🔥🔥🔥
ifpri,10667,58480,894,77.00641826358377,False,83.57876748000001,False,https://pbs.twimg.com/profile_images/684746313238450176/mBV6Hz2x_normal.png,The International Food Policy Research Institute seeks sustainable solutions for ending hunger and poverty.,None,None,Hot 🔥🔥🔥
HiddenBrain,8048,88886,663,77.00100338055948,False,86.04227516,False,https://pbs.twimg.com/profile_images/639539995309551617/u1qyOghr_normal.png,NPR science correspondent. Host Hidden Brain podcast. Subscribe https://t.co/V2G43VfwNL Contact: https://t.co/soLAL00gsz,None,None,Hot 🔥🔥🔥
macfound,13897,101371,892,76.99860535240201,True,85.00008818,True,https://pbs.twimg.com/profile_images/466695044678680576/0sgnxsC0_normal.jpeg,"John D. & Catherine T. MacArthur Foundation supports creative people and effective institutions committed to building a more just, verdant, and peaceful world.",None,None,Hot 🔥🔥🔥
SLUNMission,6,423,12,76.99571170970675,False,86.50714796000001,False,https://pbs.twimg.com/profile_images/378800000235664156/9b53ab495b3d41701989d6ae6ddf4c69_normal.png,Permanent Mission of the Republic of Sierra Leone to the United Nations,None,None,Hot 🔥🔥🔥
UNDemocracyFund,220,5649,132,76.99543832995818,False,86.19646799,False,https://pbs.twimg.com/profile_images/2853570829/f11455c43ed3f9025c282a1aaf55f766_normal.jpeg,"Strengthens the voice of civil society, supports human rights and advances the participation of all groups in democratic processes.",None,None,Hot 🔥🔥🔥
ctitf,4,439,13,76.99510455977403,False,86.53031898,False,https://pbs.twimg.com/profile_images/540407364000571392/9zQWQeXw_normal.png,The Counter-Terrorism Implementation Task Force ensure coordination and coherence in the UN activities on counter-terrorims,None,None,Hot 🔥🔥🔥
LincolnCenter,9521,87301,1061,76.99204983605912,False,85.40401378,False,https://pbs.twimg.com/profile_images/1862401539/twitter-seenit_normal.jpg,"The world’s leading performing arts center. The best in music, dance, opera, theater, cinema, and more.",None,None,Hot 🔥🔥🔥
UNYouthEnvoy,6547,18870,556,76.98654188135949,True,78.00823121,True,https://pbs.twimg.com/profile_images/742863486674436096/id2XrGs7_normal.jpg,"Office of the @UN Secretary-General's Envoy on #Youth, Mr. @AhmadAlhendawi  

Nominations now open for Young Leaders for the #GlobalGoals at https://t.co/TwrIP0f0WV","Youth, GlobalGoals","UN, AhmadAlhendawi",Hot 🔥🔥🔥
WomenintheWorld,31890,233579,1601,76.98392007930313,False,85.12022129,False,https://pbs.twimg.com/profile_images/579026092914294784/KFrOWkX__normal.png,"In association with @NYTimes. Convening women leaders, activists & change-makers to share stories & offer solutions for a better life for women & girls. #WITW",WITW,NYTimes,Hot 🔥🔥🔥
LearyFF,607,6521,273,76.98209396843761,True,83.99494195,False,https://pbs.twimg.com/profile_images/459736930893041664/ISLQKCab_normal.jpeg,Official Leary Firefighters Foundation  Profile,None,None,Hot 🔥🔥🔥
simplymeasured,29836,353110,7891,76.98116612259041,False,85.33405084,False,https://pbs.twimg.com/profile_images/638840029788241920/TBZkol19_normal.png,"Don't get left behind, put your #AnalyticsFirst.",AnalyticsFirst,None,Hot 🔥🔥🔥
HUdavida,3,70,2,76.97736499835919,False,86.48687233000001,False,https://pbs.twimg.com/profile_images/2164737637/David2-Web_normal.jpg,Vice President of Policy & Government Relations for Humanity United. Tweets are my own; follow our official account at @HumanityUnited.,None,HumanityUnited,Hot 🔥🔥🔥
WhyNationsFail,995,12263,134,76.97419353478384,False,86.03889778,False,https://pbs.twimg.com/profile_images/1618993960/cover_normal.png,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty 
by Daron Acemoglu  and James Robinson
Available March 2012",None,None,Hot 🔥🔥🔥
HBODocs,11681,117065,640,76.97240854713323,False,85.95885317,False,https://pbs.twimg.com/profile_images/655042871246979072/MRecM8aD_normal.jpg,HBO Documentary Films. Defining. Moments.               Get HBO now: http://t.co/ijqtfqTVbX,None,None,Hot 🔥🔥🔥
SakajaJohnson,13525,182345,2891,76.96522112511913,False,85.90239719,False,https://pbs.twimg.com/profile_images/738309407893815296/yr8dGpWg_normal.jpg,"Official Account for The National Chairman -TNA; Member of Parliament - National Assembly, Republic of Kenya. #IamNairobi",IamNairobi,None,Hot 🔥🔥🔥
nancymbirdsall,2620,23990,80,76.96439073619368,False,85.88442483,False,https://pbs.twimg.com/profile_images/1397221936/483_image_birdsall170_normal.jpg,Founding president Center for Global Development @cgdev. Tweeting mostly on dev issues. Views are my own not necessarily (but probably) ok at @cgdev,None,"cgdev, cgdev",Hot 🔥🔥🔥
ksamissionun,498,4663,23,76.95018971901725,False,85.85340705,False,https://pbs.twimg.com/profile_images/638849026578780160/mp71_Kcl_normal.png,الوفد الدائم للمملكة العربية السعودية لدى الأمم المتحدة في نيويورك. Permanent mission of the Kingdom of Saudi Arabia to the United Nations,None,None,Hot 🔥🔥🔥
CharlesBest,360,7623,262,76.94963870261314,False,85.41060162000001,False,https://pbs.twimg.com/profile_images/81594369/Char_photo_normal.jpg,"Former public school teacher, founder of http://t.co/sY6437Df",None,None,Hot 🔥🔥🔥
WMO,6710,27681,370,76.94943803682686,False,82.18999266,False,https://pbs.twimg.com/profile_images/735102159994376192/xNUA9P2V_normal.jpg,"The World Meteorological Organization is the  U.N.'s                                  authoritative voice on weather, climate and water.",None,None,Hot 🔥🔥🔥
Anne_Hidalgo,40393,803345,16901,76.94479207470194,False,86.08337742,False,https://pbs.twimg.com/profile_images/705664701410230272/5R3QLO4t_normal.jpg,Maire de #Paris,Paris,None,Hot 🔥🔥🔥
planet100,378,6885,131,76.94117890851973,False,86.10995898,False,https://pbs.twimg.com/profile_images/539353648/sarah-teal-150_normal.jpg,Planet 100 is the top environmental news stories of the day in a hundred seconds or less.,None,None,Hot 🔥🔥🔥
UNESCO_fr,4125,65376,1216,76.93735154582501,False,85.96503877,False,https://pbs.twimg.com/profile_images/685022701560410113/OkA45gUE_normal.jpg,"Construire la paix dans l'esprit des hommes et des femmes : Twitter officiel de l'UNESCO.
Suivez notre Directrice générale @IrinaBokova",None,IrinaBokova,Hot 🔥🔥🔥
RANeimeyer,28,308,3,76.89971335600396,False,86.07366061,False,https://pbs.twimg.com/profile_images/1631088916/Bob_glow_normal.JPG,Robert A. Neimeyer PhD is a Professor of Psychology at the University of Memphis and a popular speaker and writer on the topics of grief and human resilience.,None,None,Hot 🔥🔥🔥
TribecaFilmIns,7974,141400,4559,76.89767879704326,False,85.32719324,False,https://pbs.twimg.com/profile_images/588134766572130305/rWx4RNiV_normal.jpg,"We're a nonprofit that gives funding and resources to filmmakers and media artists, and empowers students through hands-on training. https://t.co/QDgdozh9HT",None,None,Hot 🔥🔥🔥
AnaRybachenko,5985,14233,505,76.89564568412204,False,74.51462189,False,https://pbs.twimg.com/profile_images/499955305606692864/2alebSSe_normal.jpeg,"Research Assistant @ German Bundestag. Here about Russia, EU & international politics https://t.co/9Qvqr22Cae https://t.co/f3wKY5lwiz",None,None,Hot 🔥🔥🔥
SolutionsProj,1404,7950,273,76.88904135069977,False,82.46927119,False,https://pbs.twimg.com/profile_images/524982896512094208/nWw6uBe1_normal.jpeg,"Accelerating the transition to 100% clean, renewable energy for all. #100isNow @100IsNow",100isNow,100IsNow,Hot 🔥🔥🔥
savechildrenuk,25346,151016,1580,76.88590366997808,False,84.18823201000001,False,https://pbs.twimg.com/profile_images/724926261261389825/t4Y--i77_normal.jpg,"We believe every child deserves a future.We do whatever it takes for children, every day & in times of crisis: transforming their lives and the future we share.",None,None,Hot 🔥🔥🔥
